Address,Total cStables in USD,cUSD in USD,cEUR in USD,cREAL in USD,Contract,cUSD Balance,cEUR Balance,cREAL Balance,Snapshot Time
0x1e0f3bfc926c4c4b98d428de9bbf0e5fa5909063,9990354.160019645,5279062.509524301,4711291.650495345,0.0,,5365157.186902526,4649398.852964679,,2022-11-15 12:00:00
0xfa3df877f98ac5ecd87456a7accaa948462412f0,9803024.982000284,9803024.982000284,0.0,0.0,unverified,9962899.63240143,,,2022-11-15 12:00:00
0x2962518b087b3ae071ca4d737c7d874af04b2142,3915045.156713213,513366.7467950956,3099714.489432994,301963.92048512364,unverified,521739.0940371091,3058993.1723230295,1610412.8321779924,2022-11-15 12:00:00
0x246f4599efd3fa67ac44335ed5e749e518ffd8bb,2810522.657820576,581236.2578205761,2229286.4,0.0,,590715.46895083,2200000.0,,2022-11-15 12:00:00
0xc882b111a75c0c657fc507c04fbfcd2cc984f071,2622123.456883177,284992.41651101154,2337131.0403721654,0.0,,289640.273987692,2306427.872533006,,2022-11-15 12:00:00
0xf02d85c9b70b8141dc30be5011cb3c1aa4b4382e,2434977.804063162,13422.439029545663,2421555.3650336163,0.0,,13641.341638823871,2389743.104822223,,2022-11-15 12:00:00
0xc4fa4048d8c0cbcf06c2de20e089e50e3a32445c,2184173.752351111,0.0,2184173.752351111,0.0,,,2155480.002557071,,2022-11-15 12:00:00
0xde552b78ee3c2c84ac4c77ec9cb9aa9f237ada64,2101943.888311424,0.0,2101943.888311424,0.0,,,2074330.402,,2022-11-15 12:00:00
0xf89d7b9c864f589bbf53a82105107622b35eaa40,1717312.1425872,1717312.1425872,0.0,0.0,,1745319.2810908651,,,2022-11-15 12:00:00
0x796dff6d74f3e27060b71255fe517bfb23c93eed,1222712.2688604987,121.23776900323482,1222591.0310914954,0.0,TokenBridge,123.21500010999999,1206529.70762361,,2022-11-15 12:00:00
0x0708501b884f5637159e61566581cd5933e36e21,1155544.1559522524,405139.2791932215,750404.8767590311,0.0,,411746.57650642004,740546.7188378614,,2022-11-15 12:00:00
0xba9c43e14aabe514015c541f088b27251253bf00,1109184.0206273044,1109184.0206273044,0.0,0.0,,1127273.3765,,,2022-11-15 12:00:00
0xca31c88c2061243d70eb3a754e5d99817a311270,983953.1768448362,983953.1768448362,0.0,0.0,,1000000.1797289466,,,2022-11-15 12:00:00
0xa5c739df3d8e58ca79a77ec34cfd4d7bea0b8e25,821143.2787829335,461366.66149154486,359776.61729138857,0.0,,468890.9546406636,355050.18917311606,,2022-11-15 12:00:00
0xd04ce1a37798ff25104b1de4e065c586b08d48e8,761053.6384663554,313448.90469244396,447604.7337739114,0.0,,318560.85066303366,441724.49726630235,,2022-11-15 12:00:00
0x7b1eefdc75e5459901addb46a07152005b5fbbf9,717155.8167701,717155.8167701,0.0,0.0,,728851.7000000001,,,2022-11-15 12:00:00
0x918146359264c492bd6934071c6bd31c854edbc3,640130.7110958892,640130.7110958892,0.0,0.0,ATokenV4,650570.4145379802,,,2022-11-15 12:00:00
0x0d0707963952f2fba59dd06f2b425ace40b492fe,627350.1844124969,66636.74718076272,560713.4372317342,0.0,,67723.50628613634,553347.2782634905,,2022-11-15 12:00:00
0xe273ad7ee11dcfaa87383ad5977ee1504ac07568,619339.2033316739,0.0,619339.2033316739,0.0,mCEUR,,611202.8707166932,,2022-11-15 12:00:00
0x1dc3d671890ddfb3ca622d979467109930440e36,577263.58016,0.0,577263.58016,0.0,,,569680.0,,2022-11-15 12:00:00
0x0b655e7d966cb27998af94aa5719ab7bfe07d3b3,480792.9541252311,241315.68010792867,239477.2740173024,0.0,Pair,245251.2265402196,236331.2326482884,,2022-11-15 12:00:00
0xbbbd1bbb4f9b936c3604906d7592a644071de884,411322.23368023883,397286.2916342428,14035.942045996053,0.0,unverified,403765.5168836752,13851.55020960578,,2022-11-15 12:00:00
0x3df608b001fd2a0b075f0af9c8e7fce8162511c8,399000.95861894096,331168.90082566097,67832.05779328001,0.0,,336569.837,66940.94,,2022-11-15 12:00:00
0xf93b6e547cb0dc2b7655c84e39f1d2317b71f245,373805.712606,373805.712606,0.0,0.0,,379902.0,,,2022-11-15 12:00:00
0x1d918355014cfff2da56392af32771618a291de8,302926.4730306875,0.0,0.0,302926.4730306875,Gnosis Safe,,,1615546.25,2022-11-15 12:00:00
0xaf106f8d4756490e7069027315f4886cc94a8f73,288357.677229688,224730.45489401315,63627.22233567485,0.0,unverified,228395.5177676303,62791.343964815234,,2022-11-15 12:00:00
0x1e32760a3285550278aeafa776e5641bc581c845,270831.5683638342,270080.12608943495,751.442274399215,0.0,,274484.7834087959,741.5704880621319,,2022-11-15 12:00:00
0x1bc5b032f9a2377ea2e1dd308a43413663050c5d,256746.3460154637,256746.3460154637,0.0,0.0,,260933.54663836962,,,2022-11-15 12:00:00
0xd1ba36fc49e1fecd8794339dc00f4050095f2ea9,235277.914591483,235277.914591483,0.0,0.0,,239114.9928822647,,,2022-11-15 12:00:00
0xf9979714c5beab995d50a062f4498a4290edef79,224129.12936358957,209040.0262770516,14344.096014013461,745.0070725245068,,212449.1985664474,14155.655922374808,3973.2195413588597,2022-11-15 12:00:00
0xc0ba93d4aaf90d39924402162ee4a213300d1d60,216880.37197366662,216880.37197366662,0.0,0.0,unverified,220417.4101544145,,,2022-11-15 12:00:00
0x3dc674fab7eb6e6b3925d02a3d3f566cdae3354f,215276.04324807596,215276.04324807596,0.0,0.0,Gnosis Safe,218786.9169036285,,,2022-11-15 12:00:00
0x5c1e76bc987acc7a71ee6119fca59609cc6b9cae,215053.14810195658,215053.14810195658,0.0,0.0,,218560.38662614636,,,2022-11-15 12:00:00
0x044ff4731885e0b9dc39d49962d47fa318ded59b,209225.98963637734,0.0,209225.98963637734,0.0,,,206477.3629803825,,2022-11-15 12:00:00
0xb9a0299b0ca886f20099c9a562c61b95e38e07f5,197259.25681390002,197259.25681390002,0.0,0.0,,200476.30000000002,,,2022-11-15 12:00:00
0xfc0f6ccb80dfb6865c025501fbd2c9d02126953f,182446.84913214456,0.0,182446.84913214456,0.0,,,180050.023223,,2022-11-15 12:00:00
0x5776b4893faca32a9224f18950406c9599f3b013,177969.82310758875,177969.82310758875,0.0,0.0,,180872.28059428526,,,2022-11-15 12:00:00
0x424512429f16bd8c17ab3137341d2cb069bd18db,175833.385053,175833.385053,0.0,0.0,,178701.0,,,2022-11-15 12:00:00
0x8bd706f8bc536b653bd4adfbd033a5906e5ea51f,172691.30825904,172691.30825904,0.0,0.0,,175507.68,,,2022-11-15 12:00:00
0xbf120a30a122fe06a2935dbb5c53f127ac270d2e,156520.07022263,156520.07022263,0.0,0.0,,159072.71,,,2022-11-15 12:00:00
0x4d0ab177f4e9e0750e3491d18d0aad92474e22dd,156242.71299763737,156242.71299763737,0.0,0.0,,158790.82943762292,,,2022-11-15 12:00:00
0x5b95c32d4861538de7cbc10d52f2cb30d3a13403,151094.33838751458,149802.6821603122,1291.6562272023828,0.0,unverified,152245.77003201595,1274.6875860567948,,2022-11-15 12:00:00
0x0aea30a6dff0208d8a7592699d9fbd38fea4ba0f,150935.77498979482,150935.77498979482,0.0,0.0,,153397.34213910098,,,2022-11-15 12:00:00
0xa6314811afbce6d29d7eb4394d8fa583d0fd0363,147592.94999999998,147592.94999999998,0.0,0.0,,150000.0,,,2022-11-15 12:00:00
0x809e84e36538731c2c47fea6f071f601bc1042f5,145579.984856318,145579.984856318,0.0,0.0,,147954.206,,,2022-11-15 12:00:00
